,MSA_code,name,pop,birth_death_rate,65plus,education,poverty
37,13980,"Blacksburg-Christiansburg, VA  ",50747.0,0.011261749463022445,0.1792020552541268,0.188,0.09000000000000001
38,14010,"Bloomington, IL  ",171517.0,0.00910405382556831,0.10225684513454382,0.44799999999999995,0.14400000000000002
39,14020,"Bloomington, IN  ",169230.0,0.007708444129291496,0.10804763397054215,0.29100000000000004,0.16999999999999998
40,14100,"Bloomsburg-Berwick, PA  ",83194.0,0.010078851840276943,0.16602970910323386,0.27649999999999997,0.112
41,14260,"Boise City, ID  ",749202.0,0.008966874087362287,0.10912284571543494,0.2186,0.1242
42,14460,"Boston-Cambridge-Newton, MA-NH  ",4873019.0,0.009134378503346693,0.13092931359547913,0.4362857142857143,0.09028571428571429
43,14500,"Boulder, CO  ",326196.0,0.006965137524678415,0.10021794628065506,0.608,0.09699999999999999
44,14540,"Bowling Green, KY  ",179240.0,0.010485940638250391,0.12231399747793191,0.17149999999999999,0.17225000000000001
45,14740,"Bremerton-Silverdale-Port Orchard, WA  ",47935.0,0.00764577031396683,0.13258260530234856,0.322,0.091
46,14860,"Bridgeport-Stamford-Norwalk, CT  ",943332.0,0.008778987673480811,0.13533043203211065,0.474,0.1
47,15180,"Brownsville-Harlingen, TX  ",423163.0,0.010622384282179681,0.11050881170594332,0.17300000000000001,0.27899999999999997
48,15260,"Brunswick, GA  ",118779.0,0.010641611732713694,0.14873944345071238,0.17800000000000002,0.18799999999999997
49,15380,"Buffalo-Cheektowaga, NY  ",1127983.0,0.01062516013095942,0.15742001391445254,0.28750000000000003,0.1335
50,15500,"Burlington, NC  ",169509.0,0.010683798500374611,0.14610406796707515,0.24,0.135
51,15540,"Burlington-South Burlington, VT  ",220411.0,0.008363920131027942,0.1158372068805559,0.3786666666666667,0.09900000000000002
52,15680,"California-Lexington Park, MD  ",113510.0,0.009659941855343142,0.10252776932440658,0.315,0.08
53,15940,"Canton-Massillon, OH  ",397520.0,0.01087869792714832,0.1626539539046988,0.182,0.1365
54,15980,"Cape Coral-Fort Myers, FL  ",770577.0,0.00954479565312746,0.23451285242139458,0.278,0.121
55,16020,"Cape Girardeau, MO-IL  ",96765.0,0.010478995504572933,0.14842743778304043,0.17066666666666666,0.19000000000000003
56,16060,"Carbondale-Marion, IL  ",135764.0,0.010459326478300581,0.14376464163037697,0.25033333333333335,0.17433333333333334
57,16180,"Carson City, NV  ",55916.0,0.011043350740396309,0.16522840343735867,0.223,0.113
